content,score
"Aplikasi ke kntllll... Verif email lama banget, giliran di input kodenya malah salah mulu. Udah dicoba berulang tetep aja sama. Bintang nol kalau bisa",1
"Saat mau verifikasi email, pengiriman kode otp sangat lambat sampai waktu pengiriman kode otp selesai setelah dicek di email kode otp belum dikirim ke email, sehingga harus mengulang secara terus menerus dan kode otp tetap belum dikirim ke email",1
"Dipaksa BNI Mobile utk pakai wondr. Begitu instal, daftar aja sulit. Verifikasi id & wajah, parah leletnya sampai kudu diulang 5x. Verifikasi email 3x, otp cm dikirim 1x. Kudu nunggu 5menit utk otp baru. Hey, ga semua orang punya banyak waktu!!!",1
"Pelayanan wondr by BNI knp jd lbh buruk dr BNI Mobile? Spt yg tidak Profesional dlm melakukan perubahan. Semua pengguna hampir sama keluhannya. Kesulitan verifikasi dan login. Klo tdk segera dilakukan perubahan, yakinlah pengguna akan beralih ke bank yg sdh lbh siap memberikan pelayanan prima. Online dan offline. Tks",1
Aplikasi yg bagus lebih baik dari BNI mobile banking semua yg saya butuhkan ada untuk transaksi jaringan tak begitu kuat masih bisa transaksi...... Semoga kedepan lebih baik lagi,5
"Mungkin baru saya pakai wondr bisa sampe kebobol sama orang. Dan uang yang hilang nyampe 8jt 600, dan kenapa waktu saya kasih tanda bukti transaksi ada nama dan nomor rekening pelaku saya tidak dikasih data pribadi, padahal saya bisa laporkan sendiri itu pelaku lewat data tersebut, seharusnya kan dari pihak BNI bisa buka data pelaku beserta fotonya, karna ini terkait nasabah yang rugi banyak atas hilangnya saldo sebanyak itu. Tapi yang ada malah mempersulit. Trimakasih atas pelayananya!",1
"Fitunya sangat sangat dan sangat kurang sekali, disini gak bisa buat kartu debit virtual dan ambil uang tanpa kartu tidak seperti BNI mobile. Saya sarankan tambahin dulu fitur vital seperti ini sebelum migrate. Dan saya sarankan tambahkan juga fitur bayar tagihan otomatis dan dark mode biar makin bagus dan enak aplikasinya",2
"Plisss mohon lengkapi fiturnya seperti BNI Mobile. Beri opsi riwayat transaksi yang lengkap, bukan cuma yang terbaru saja. Jangan double-double aplikasi gini. Mohon pikirkan pengguna yang kapasitas hpnya kecil. Aplikasi ini juga terasa lebih berat dan lemot di hp saya.",1
"Kembangkan lagi untuk wondr.nya biar lebih menarik lagi tampilannya, biar semakin berminat pake wondr, semoga tahun depan tampilannya sudah lebih bagus dan lebih lengkap lagi ..tks",5
"Aplikasi kok ribet amat. Udah ribet verifikasi wajahnya , dikasih batasan harian lagi. Tiga hari gagal terus, begitu gagal suruh nyoba lagi besoknya kapan jadinya coba. Aplikasi busukkk, hal mudah dibuat ribet. Kalo udah banyak yang mengeluh susah verifikasinya, aplikasinya yang harusnya diperbaiki bukan serta merta salah penggunanya. (Update, udah hari ke 8 dan masih gagal di proses yang sama. Disuruh email data, sudah diemail ternyata jawabanya sama aja template haha )",1
"Jelek banget apknya Setiap mau tf gabisa terus Katanya tim kami sedang memperbaiki kesalahan, tapi tiap kali mau tf tetap aja kek gtu terus... :(",1
"Saya bingung, kok riwayat transaksi tranfers dari orang lain tidak tercatat ya, tidak seperti m banking BNI yg lama semua tercatat transaksinya , baik tranfers keluar atau kedalam",2
"Kalo gak mampu bikin aplikasi mending gak usah. Bukan nya mempermudah malah nyusahin. tiap kali TF via Virtual account SELALU GAGAL, tf pake barcode pake GAGAL. UNTUK APA BIKIN APLIKASI KALO UJUNG UJUNG NYA TRANSAKSI DI ATM !!!!",1
"Semenjak pembaharuan terakhir, jadi susah dibuka apk nya. Loadingnya lama banget padahal jaringan bagus, apk yang lain juga bisa dibuka, cuman wondr by bni aja yang loadingnya lamanya kebangetan. Padahal sebelum²nya bagus dipake, lebih mudah dan fleksibel buat login atau mau bayar qris, tapi sejak pembaharuan terakhir jadi kek gini apk nya, jadi susah dibuka.",3
"transaksi beli listrik dan pulsa di BNI mobile banking gak bisa, harus pake wondr. transaksi tanpa kartu, eh wondr gk bisa harus bni mobile banking. kalo blum siap gk usah dulu, jadi ribet. mana tadi lagi butuh uang, lupa kartu ATM, ikut antri, eh malah gk ada menu transaksi Tanpa kartu, BNI mobile banking sudah tak hapus. masa harus instal lagi.",1
"Jujur untuk verifikasi agak susah, memang bagus di buat seperti itu, tetapi tolong di perhatikan bagi yang kualitas kameranya agak kurang sangat tidak di toleransi, verif jadi gagal terus, tolong gimana baiknya dari developer, jikalau solusinya ganti hape, wah sangat hebat sekali anda developer dalam penyelesaian masalah",1
"Sudah menggunakan aplikasi wondr, dimenu bayar &beli pulsa dan paska bayar tidak ada menu pilih operator, apa harus di ulang instal. Transaksi favorit yang sebelumnya ada di aplikasi bni mobile pada hilang. Intinya masih belum mengakomodir transaksi seperti di bni mobile Mohon informasinya",4
"Ribet pindah dari mobile BNI ke wonder.. Pakai scan ini scan itu.. Padahal usernya masih sama. Saran, pindah dari apk BNI ke wondr mestinya tinggal pakai kode refrensi yg bs d konfirmasi ulang, TDK perlu scan scan dokumen ulang",1
Memang sulit pakai aplikasi ini menunya kurang bersahabat seperti aplikasi mobile BNI sebelumnya....aneh bukan tambah mudah tapi tambah sulit..,2
"Udah kirim kode OTP di email untuk aktivasi email pas mau diinput untuk aktivasi, infonya kode OTP salah. Pusing eh, Berlulang ulang kirim kode OTP di email tapi pas diinput tulisan kode OTP salah. Begitu terus sampai habis limit aktivasi sehari",1
"Aplikasi nya jelek, masih lengkap menunya bni mobile banking. Lebih baik ndak usah pakai aja. Percuma menunya terbatas.",2
"Berkali kali verifikasi wajah ga lolos, ga tau kamera hape yg bermasalah, atau wajah dah berubah. Selama ini verifikasi di apk lain aman2 aja si. Cuma di wondr ini yg susah.",1
"Wonder BNI Bilang nyuruh perbaiki jaringan!! Nyuruh Perbaiki data!! Padahal yg perlu perbaiki kamu sendiri sebagai aplikasi.... Bahkan erornya Ndak ada pop up maaf, dari tabiatnya, kamu sbgi aplikasi udah ngeselin. Gayany aja, nyolok...",1
"Aplikasinya simpel, tapi tolong diperbarui dan ditambah fiturnya seperti fitur tarik tunai yang belum ada di wondr.. masak kalah sama brimo. Terimakasih.",1
"Mengalami kemunduran dari BNI Mobile.!!! Di BNI Mobile, setiap transaksi bisa dilihat Jurnal debet kredit & saldo. Lah ini cuma pengeluaran aja. Saldonya tidak langsung di display kan pada jurnal... Sepertinya akan ramai2 Delete Aplikasi Mobile. Karena BSI juga seperti ini. Tak ada Jurnal. Semoga BNI. Kembali Ke tranparansi Jurnal mobile terhadap Customer. TrimaKasih.",1
"Semua tahap sudah dilaksanakan, notice berhasil,tapi saat masuk salah pasword, kembali daftar gitu aja terus sampai ulang besok.Jauh lebih efisien BNI mobile banking yang lama.",1
"terima notif uang masuk aja harus minimal 500k ke atas dan kadang gitu suka ngga ada notifi. masa kalah sama e-wallet. pelit amat masalah notif. satu lagi, untuk menu cardless di wondr kapan tersedia?",2
"Parah, susah sekali verifikasi wajah. Udh ikut panduan tetep aja g bisa masuk. Heran knp mst bikin aplikasi baru sih, knp g bni mobile nya aja diupgrade. Jd susah buat bayar listrik dan air",1
"Tidak Perlu sudah tidak ada Kendala sama sekali, tinggal fiturnya aja diperbanyak, Terima kasih Wondr, BNI sudah menguasai Dunia Offline, sudah banyak membantu, saya Khususnya, Selanjutnya BNI juga harus ikut serta dalam Rana Dunia Online, seperti TikTok, Game(Seperti E-Sport), Google Play(Di PlayStore), dan Transaksi-transaksi Online lainnya, seperti Wondr ini, Itu sudah baik, Perlebar lagi sayapmu, biar bisa terbang lebih tinggi, dan lebih jauh, Semangat",5
"Ga kaya aplikasi mobile yg lain, gaada menu masuk atau daftar gtu biar klo pindah hp tuh ga ribet. Ini mah ribet, aplagi buat saya yg punya hp kamera burem jdi susah mau foto KTP nya. Halah...",1
"Orang bikin aplikasi tujuannya untuk mempermudah penggunanya. Kalau aplikasi wondr BNI ini bukan bikin mudah malah bikin susah anjnk, lu paksa gua buat pakai aplikasi ini, padahal gua cuman mau beli token listrik su. Sekarang gua juga harus masukin ulang semua data-data yang berkaitan dari mbanking ke aplikasi ini, padahal gua cuman mau beli token aja anjink. Cookkk!!! Lu ngapain juga bikin aplikasi lagi cookkk, udah enak mbanking itu. Taik lah, paling juga lu cuman bales maaf doang su!!",1
"Bintang 3 dulu, masa kalah dgn Bank BUMN lain sekelas Mandiri dgn Livin' nya, BRI dengan BRImo nya, BSI dengan Byond nya dan bank digital swasta kayak blu by BCA digital, yang ga ada fitur Tarik/Setor Tunai Cardlessnya? asli downgrade bgt lho dri Apps sebelumnya, kekurangannya cuma 1 yg lama, OTP nya masa dibebankan ke pengguna, dan ngapain juga pake OTP pas di ATM, Mandiri, BRI, BSI dan BCA saja tidak pake OTP utk cardless lho, cuma dari Nomor Transaksi ATM utk Cardless nya ajaa lhoo. Too Bad.",3
"Kenapa saya tidak bisa melakukan TopUp saldo Link aja, keterangan ada ""kendala di sistem kami"" kendala kok terus2an.. Akhirnya pindah pake BRI lancar.",1
"Sudah di set Limit Transaksi BI Fastnya dan sudah terlihat sisa limit yang masih bisa ditransaksikan melalui BI Fast, tapi setelah dicoba transfer dengan nilai dibawah limit sisanyavtetap saja Transfer Belum Berhasil !!!",2
"aplikasi tambahan bukannya membaik malah memburuk. kalau blm bisa menghilangkan eror, lebih baik jangan rilis dahulu. masa iya saldo terpotong akan tetapi transaksi gagal, sekelas aplikasi link dengan bank BUMN masa bisa gitu. kepuasan pelanggan yang mengecewakan",1
Selama hampir 1 minggu pemakaian aplikasi ini Menurut aku lebih mudah pakek bni mobile drpd wondr riwayat transaksi bni mobile tercantum detail dan ada arus pengeluaran serta pemasukan dana sdngkan di wondr ada transaksi uang masuk malah tidak tercantum di riwayat transaksi Dan aku pribadi kurang suka sama tampilan bukti transaksi nya yg di wondr Kalau mau transisi pastiin aplikasi udah bener2 ready biar user nya ttp nyaman pakek bni Semoga segera diperbaiki,3
"Perbaiki dong, masa seminggu ga buka app, tiba tiba suruh login lagi. Kalo loginnya ga ribet si oke, ini tiap login harus scan ktp terus. Ayolah masa tiap minggu harus melakukan tindakan yang sama secara berulang. Kalo posisi butuh dan kepepet, ternyata ga bawa dompet gimana, apa ga bingung.",2
"Sebaiknya nama aplikasinya langsung saja Namanya WONDER (Huruf Besar semua), bukan wondr. Kalau wondr agak rancu sih cara bacanya. Supaya pelanggan / pemakai / pembaca, terFokus ke tulisannya. Dan gampang diingat.! Ini saran dari sisi Marketing / Brand ""WONDER"" gampang bersaing dengan aplikasi kompetitor yang lain. Kata Ajaib = WONDER cepat tersosialisasi di masyrakat umum, baik customer BNI atau Bukan customer BNI. Demikian...",4
"bagus,menambah berbagai fitur akan tetapi menghilangkan banyak fitur yg berguna juga seperti contoh nya Mobile Tunai,yang mana saat urgent dan membutuhkan dana Cash tidak bisa tarik tunai",3
"Belum seminggu menggunakan apk Wondr by BNI karna tidak bisa transaksi PLN Via Mbangking BNI, instal apk. Wondr By BNI, Transaksi PLN melalui BNI Wondr awalnya berhasil, berikutnya gagal tapi saldo tetap kepotong tidak seperti apk Mbanking BNI, langsung hapus akun.",1
"Cuma mau beli token listrik aja ribet, harus di paksa intall aplikasi ini. Padahal di aplikasi BNI Mobile udah lengkap dan mudah, kalo kaya gini kan harus install dua aplikasi dari sumber yang sama. Hidup cuma sekali kok di buat RIBET!",3
"Sungguh kecewa, ada fitur sangat penting di BNI mobile yg dihilangkan di Wondr, yakni informasi saldo akhir pada setiap transaksi. Ini membuat BNI menjadi kurang transparan pada nasabahnya. Dan membuat saya berfikir bahwa BNI bukanlah Bank yg tepat untuk menabung/menyimpan uang.",1
"Sudah coba berbagai cara tpi ttp gabisa untuk log in ke aplikasi nya, pake wifi sudah pake kartu SIM yg terhubung ke BNI juga sudah tpi ttp sama aja hasilnya gbisa log in",1
"Sebuah pengembangan aplikasi yang sangat di paksakan untuk nasabahnya.. Kalau harus melalui aplikasi baru ini, kenapa menu di BNI mobile banking masih ada pilihan menu nya? Dan kalaupun dipindah ke aplikasi baru ini, kenapa mobile banking tidak di hapus saja? Ini bukan mempermudah nasabah, melainkam menambah beban.... karna selain menambah aplikasi baru, juga harus mengingat sandi² transaksi lagi Semoga di baca pihak SDm & pengembang BNI🙏🏼",3
"Aplikasi ini pada tujuanya baik, namun belum bisa mengcover semua yang tersedia dalam BNI Mobile Banking, sedangkan di BNI Mobile fiturnya sudah dialihkan disini (pembelian token listrik; menyimpan ID PLN; laporan transaksi rekening koran) sehingga menjadikan pengguna kebingungan. Segera diupdate agar tidak mengecewakan nasabah, terlebih kedepan transaksi digital akan berperan sentral dalam kehidupan finansial. Ingat ya, jangan risih kalau dikritik, itu semua untuk kebaikan kedepan Terimakasih",1
"Alhamdulillah... saya baru pertama buat rekening BNI dan melalui aplikasi ini, lancar dan mudah tidak sampai 15 menit rekening saya sudah jadi.... Terimakasih kemudahannya dan terus tingkatkan lagi kinerja aplikasinya.",5
"Aplikasi nya ribet, masih enak yg lama bisa TF tunai tanpa kartu, ini malah cuma transaksi doang fitur nya jga sedikit gak ada enak nya,",1
"Kak, tolong dong di rincian transaksi, ditambahin saldo akhir. Biar gak bingung ngitungin. Biar kaya Bni mobile banking, kan setiap transaksi pasti ada tuh saldo akhir. Jadi gak perlu ngitung. Sejauh ini masih nyaman pake BNI mobile banking 😇",2
"Aplikasi ga jelas udh daftar pakai ktp udh selfie sambil nengok2 kiri udh buat password pas d akhir ga bs hrs call CS BNI atau hrs k kantor..ga jelassss !!! Pantesan pelanggan pd komen jelek d play store,, krn memang aplikasi gagal !!!",1
"Loading setelah verifikasi kode nya lama bet, jaringan paket data udah full stak tapi pas diminta vidio call sama admin buat verifikasi masih di bilang putus2, klo bikin aplikasi yg bener aja woi, rugi daftar di BNI ngapain coba bikin aplikasi klo gk guna kek gini",1
"Susah kali Wondr By Bni ini di buka Pelayanan sangat sangat buruk , susah untuk login , di coba pakai Kartu Data Internet tidak bisa , Pakai WIF juga sama saja , jadi bingung salah nya dimana lagi coba ...",1
"Tidak bisa untuk tarik tunai di ATM tanpa kartu kan ya?? Saya udah ke ATM mau narik, lupa bawa kartu dan ternyata di aplikasinya tidak tersedia. Jadi merepotkan malah. Memang tampilan dan lain-lain nya bagus, itu saya keluhan saya",3
"saat awal update semua berjalan lancar tnpa ada kendala,ok juga ada tercantum aset yg kita pnya.hy saja di history transaksinya kurang puas kurang mendetail disitu hy ada keterangan penerimaan dan pengeluaran saja tnpa ditulis saldonya sisa berapa dan saat pengeluaran tdk tercantum potongan adminnya berapa.aku rasa lebih ok dan suka aplikasi m-banking bni yg lama. kedepannya wondr bni lebih dilengkapin lgi kekurangannya,dan smoga lebih baik lgi.",1
Coba top up pulsa gak masuk sama sekali tapi di saldo berkurang. Duit sampai sekarang belum kembali. Riwayat saldo tidak lengkap dan tidak detail seperti mobile banking. Bila perlu tetap stay di mobile banking saja yang belum instal wondr ya dek ya,1
"aplikasi sialan, jelek banget nih bni. verif muka gagal trs suruh coba besok trs, trs kapan gue punya bni mbank nya begok. kalo udah login suka ke logout sendiri aneh bisa gak bikin apk tuh yg bener dikit yg memudahkan nasabah. ini ribet banget daftarnya, pas udh daftar di logout2in begok",1
"Aplikasi ajaib aneh bin oneng, OTP udah dikirim ke wa di registrasi awal minta lagi verifikasi email yg otpnya gabisa dipakai sama sekali. Nanti mau tf suruh kasih masuk lagi aja otp biar makin stress orang yg mau pakai.",1
"Gak ada fungsinya sama aja kayak mbangking,,,gak ada promo promonya malah lebih ribet verifikasi wajahlah fhoto ktp,,buat apa beginian kalau fiturnya sama ngabisin memory kurang kerjaan,gak jelas!",1
"Kenapa harus video call untuk verifikasinya? dan membutuhkan waktu yg lama pula untuk kemudian diangkat. Tujuan video call apa? apakah berjuta2 manusia di Indonesia yang install aplikasi ini wajib video call menunjukkan KTP? jadi mencurigakan, akan mudah sekali dong data kami diambil? Saya jadi ragu, sehingga saya uninstall aplikasi ini.",1
Tampilan lebih smooth dari aplikasi BNI mobile sebelumnya. Sayangnya fitur masih kurang lengkap. Untuk limit tolong dong di Up. Saya sudah bertransaksi melalui mobile banking sebesar 100 JT. Setelah mencoba di Wondr malah limit habis. Padahal di aplikasi mobile masih bisa.,5
"katanya hubungi agen utk verifikasi, tapi saya tlp berkali kali tidak ada respon sama skali, saya masuk daftar tunggu 3 menitan ini sekitar 10 kali tapi tetap tdk bisa di hubungi, sedangkan sy butuh utk pembelian token listrik krn di Mbankin sudah gak bisa, di alihkan ke wondr tapi sistemnya kayaknya begitu, tdk praktis sama sekali😡",2
Terimakasih atas responnya yang cepat min jadi permasalahannya saya ingin menggunakan device lain. Nah di device yang lain ini perlu memasukkan data lagi seperti KTP dari awal kenapa tidak langsung password no rek atau apa gitu? Kenapa malah jadi kayak daftar ulang terus wondrnya jadi tidak menanggapi setelah saya beri KTP barunya,3
Susah sekali pas mau masukin pin debet selalu tulisannya sistem sedang gangguan. Ditunggu hampir 1 jam masih begitu terus,1
"Pas daftar terkendala di verifikasi wajah dan saat vidio call sama agen selalu saja tidak bisa dan tiba tiba keluar sendiri padahal internet saya sangat stabil,tolong di perbaiki lahh",1
"Dari kemaren malam bni mobile banking ga bisa diakses. Siang ini br bisa, tetapi transaksi token pln diarahkan ke wondr. Jadilah install wondr. Semua sdh dilaksanakan sesuai arahan, giliran perlu menelpon agen ampe 20 menitan ga ada angkat2. Jd progress install ga bs dilanjutkan. Sia sia. Buang2 waktu, dan bukannya mempermudah. Mau daftar melalui CS di bank. Beuh antriannya. Maunya apa sih BNI? Klo app blm siap, jangan dipaksa customernya alih app. Kecewa!",1
"ketika cari kecamatan, tidak menampilkan apapun berdasarkan alamat KTP. Kota Palu, sudah berulang coba refresh bahkan keluar aplikasi hasily tetap sama",1
"Agak kesel dengan aplikasi ini, sudah daftar sampai nelpon agen wonder di aplikasinya. Selesai itu di kira sudah bisa masuk dan menggunakan aplikasinya, eehh ternyata keluar dari aplikasi pas dibuka lagi, ko harus daftar lagi keyak ke awal, sudah didaftarkan lagi katanya harus coba lagi karena terlalu banyak daftar. Gimana ini?? Masa harus daftar terus. Tolong ya di perbaiki lagi",3
"Satu Kekurangan nya sewaktu Transaksi Tidak tercantum saldo akhir seperti mbanking lama, mohon kepada pihak pengembang agar di upgrade lagi aplikasi nya agar lebih memudahkan melihat saldo akhir ketika ada transaksi baik Masuk atau pun Transaksi keluar 🙏",1
"Aplikasi menyelesaikan maslaah dg masalah. Lebih enak apps lama, please lah klu buat inovasi. Siaplan dulu sumber daya, bank itu perusahaan jasa jd menyajikan layanan bukan merepotkan nasabah.",1
"Hapus saja aplikasi ini sangat membinggungkan lelet ketika transaksi dan menu tidak lengkap tranfer dana 10 tidak bisa diranfer minimal harus 20.000, lebih bagus aplikasi yg lama BNI BANKING,lengkap dan buka aplikasi cepat tampilan pun bagus yg lama ,tidak seperti tampilan wondr tidak menarik sama sekali😌😌😌",1
"Kalau belum siap, gak usah launching apk baru. Nyusahin saja. Biasanya pake bni mobile lancar2 saja, pake ini susahnya loading minta ampun. Jaman digital gini perlu transaksi digital lewat apk yang praktis, jangan malah mundur kebelakang",1
"Sy beri bintang 1 krn saat lupa pasword masuk, daftar dari awal tp saat sensor wajah selalu menolak, batasan kriterianya tdk jelas. Tundukan wajah berulang2 tp selalu tertolak. Saat butuh transaksi malahan disuruh ulang besok hari.",1
Mantul. Di beranda bisa lihat history hanya dg sentuh nomor rekening. Bisa mengubah daftar nama favorit transfer dan disediakan 200 nama. Yg lainnya eksplor sendiri ya karena terkait PRIVASI. Matur Nuwun. Thx 4 BNI. All The Best.,5
Menyusahkan nasabah!!! idenya bagus tapi kalau fitur belum sepenuhnya fungsi kenapa alih ke WONDR semua fitur BNI MBanking.. Sebelumnya saya pakai BNI Mbanking fitur mobile tunai untuk setoran tunai atm..baru² ini dialihkan WONDR begitu di WONDR gaada menu mobile tunai setoran via atm.. Tolong segera tindak lanjut.. Tidak gembar gembor promo WONDR tapi kesiapan fitur NOLL,1
"Sistem Perlu Dikaji, selalu stuck di pengiriman Otp email. Minta kode otp malah g dikirim kodenya di email yg ditujukan. Bintang satu! Aplikasi g bisa dipake !",1
"Ribet, BNI kebanyakan aplikasi, bikin repot nasabah, mau beli token via M Banking, yg jelas2 biasanya lancar, malah dipaksa diarahin ke aplikasi ini. Aplikasi yg mekso",1
"Pasword apal diluar kepala dan berkali² dipakai pun gak masalah, tiba² pasword dinyatakan salah dan diminta bikin pasword baru. Setelah jadi, lancar, tapi pas keluar aplikasi, 1 jam kemudian coba login lagi, pasword dinyatakan salah dan diminta buat pasword baru, sekelas bni kok apl nya gini amat, padahal pasword ke 2 dan ke 3 saya tulis si kertas dan saya save otomatis, terakhir malah disuruh nunggu besok, padahal lagi urgent, buat apa bikin apl kalo cm nyusahin orang.",2
"Aplikasi ga bisa dipake eror mulu, Sudah selesai verifikasi wajah malah muncul notif ada kendala pada sistem kami terus.",1
"bikin ga bisa transaksi aja ni aplikasi , klo buat seriusin dong , ini gimana caranya buat akunnya saya udah terdesak gini masih aja disuruh ngasi informasi terupdate.... buang waktu",1
"Aplikasi sudah ok,cuma belum ada menu kayak mutasi,potongan biaya admin kartu. Kok belum nemu. Gak kayak bni mobile ajaj.",4
"Gimana aplikasi ini mau login trs transaksi di blg pin salah di suruh verifikasi okelah di turuti. Pas mau login Lg malah pasword salah di pinta Lg verifikasi . Sdh 2 hari bgini trs,pdhl kita hfl diluar kepala pasword & pin tp tetep salah. Mau ny apa sih?",1
"aplikasi gakjelas,saya mau transfer gagal dan di email sudah tertulis dana dikembalikan namun saya cek di aplikasi dana saya tetap berkurang.Mohon pencerahannya 🙏saya sebagai nasabah baru cukup kecewa dengan kendala yang sangat tidak jelas ini.Padahal kebutuhan sedang mendesak sekali dan aplikasi malah error tidak jelas.Sungguh mengecewakan .SAYA SUDAH CHAT CS NAMUN TIDAK DI BALAS SAMPAI SKRG!",1
Dari beberapa ulasan semuanya masalah kendala teknis login dan verifikasi. Tapi kenapa solusi dari pihak aplikasi hanya menyarankan kualitas internet stabil. Kita memakai di beberapa daerah dg jaringan internet yg berbeda². Kenapa engga dari pihak aplikasinya memperbaiki kualitasnya,1
"Mohon maaf, dengan sangat... Untuk verifikasi wajah, dengan kondisi saya saat ini dengan hanya ada satu jadi tidak bisa verifikasi karena diminta untuk verifikasi membuka kedua mata. Mohon di perbaiki.. terimakasih 🙏🏻",3
"Verifikasi wajahnya susah, gagal berkali². Kepaksa banget buat download ini, karna biasanya bayar listrik di mbangikng aja udah bisa skrg harus lewat app ini, waktu daftar verifikasi wajahnya susah",1
"Biasa byr tagihan listrik melalui mbanking BNI skr dialihkan k aplikasi ini. Sudah aktifasi sgl macem malah g bs buat setor tagihan listrik, malah menuhin memory hp aja. Lsg uninstall ajalah, pindah k apk bank lainnya yg lebih praktis",1
"Kenapa ya setiap saya mau mendaftar malah ga ada verifikasi wajah dan email tapi langsung ke verifikasi kartu debit. Tolong dijawab yaa penyebabnya apa, karna saya blm pernah daftar dan ini pertama kali",2
"Aplikasinya masih bagusan mbanking yg mudah dlm operasionalnya.saat verifkasi wajah sering hrs di ulang ulang pdhl cukup terang pencahayaan ,pengiriman kode otp lama bgitu terima dimasukkan sdh ga berlaku hadehhh🙄😤",3
"1._Aplikasi apa juga ini Sudah ada bni mobile disuruh download wonder fitur mirip bni mobile juga. Yang bisa transaksi di bni moblie disuruh keWonder lagi, Cuma bikin ful memori saja. 2._Aplikasi soe kita sdh mau transaksi disuruh keWonder, verifikasi berbelit² sdh foto ktp diisi lagi nik, veri wajah lama kali. Sdh masuk di suruh veri email lagi. Kode otp lama dikirim. Nah saya sudah buru² mau transaksi jadi tertunda dikarenakan aplikasi soe ini 3._ mau transaksi nama tujuan disensor. Kan tol*l",1
"Verifikasi wajah susah sekali, udah dekatkan sama jauhkan wajah, toleh kiri kanan juga masih gagal. Satu lagi ini apklikasi kalo lama ga dibuka kereset lagi (daftar ulang) yang prosesnya saya selalu stuck di verifikasi wajah!!. Untuk fitur aplikasi udah oke, kita bisa lihat insight perbulan kita, dll",1
"Histori transaksi terbaru tidak terupdate, setelah dibandingan dengan apps BNI mobile yang lama, malahan apps yg lama sudah terupdate transaksinya. Tolong segera fix bug nya",3
Apresiasi BNI dgn aplikasi terbarunya..walaupun sebenarnya saya lbh suka kalo BNI mobile banking yg di develop..bkn ganti apps..so far good sih dgn interface nya yg lbh simple..proses registrasi jg mudah..,5
"Mau login wondr gak bisaaaa, udah dteng ke kantor cabang juga ttep gabisaa. Smpe udh apus aplikasinya karna disuruh CS nya, dan sekarang malah gak bisa di download udh 1 jam nungguin. Haduhhhh",2
"Ga jelas banget udah pake sinya kartu,pake wifi tetep eror,tf ke dana udah melebihi saldo minimum tetep ga bisa,kalo ga gitu ada tulisan "" DANA sedang ada kendala"" padahal sebelumnya bisa tf,gajelas",1
"Mau beli token listrik katanya hrs update versi baru,baru aja di update pas di buka malah gak bisa, Sblm nya udh baca ulasan² nya,pd blg stelah di update malah lelet,ehh trnyata benar. Aplikasi apaan nih??!!! Bintang 1 aja.",1
"Mau daftar kok ga bisa, kode otp ga masuk - masuk, gimana sih kalo darurat, kalau mau pengalihan, setidaknya harus udah lumayan optimal, bintang aja cuman 3,5",1
"Apaan dah baru buat mbanking nyobain tf saldonya gak masuk,udah 1hari tapi saldo gak masuk wehhh. Tolong ini apk mu banyak bug nya. Kalo bukan karena wajib dari tempat kerja udah pasti ogah pake bank satu ini...",1
Aplikasi buruk... Ngapain lagi buat aplikasi lain pake KTP ... Pinjol ini pasti... Emang BNI mobile ga cukup? Dan setahu saya berkaitan dengan aplikasi BNI ya harusnya ke BNI dong.... siapa yang menjamin aplikasi ini bukan scam?!Sy ga rekomendasi aplikasi ini... Bukannya mempermudah... Eh malah nyusahin... Yah begitulah kalau proyek... Masyarakat yang di tumbalkan....,1
"Tidak lengkap fiturnya.. tidak ada opsi mutasi rekening, jd gak bs lihat brapa saldo terakhir seperti d bni mobile banking yg lama.. tolong ditambah fiturnya",4
"Aplikasi abal-abal, mau aktifkan aplikasi dan sudah ikuti semua petunjuk aplikasi pada saat verifikasi wajah dengan mudahnya bilang mohon maaf kami sedang mengalami kendala, silahkan coba lagi. Dicoba lagi hasil tetap sama, maaf anda belum bisa registrasi dan menggunakan aplikasi. Pastikan data2 yang disampaikan adalah data ter update. Sementara data2 yg diminta sudah di rekam",1
"Transaksi di BNI mobile banking dibatasi contoh beli token listrik sdh ga bisa diarahkan menggunakan wondr, giliran registrasi malah ket. sistem sedang kendala, disuruh coba lagi coba lagi pun tetap sama gagal. Sistem blm siap knp nasabah tetap dipaksa migrasi",1
"Hp saya tereset, dan saya harus menginstal ulang. Saat regitrasi ulang, saya menggunakan email yg sudah terdaftar sebelumnya. Namun perintahnya ""email sudah digunakan. coba email yg lain"". Saat menggunakan email yang lain, malah di suruh milih kartu debit (buka rekening baru). Datang ke CS juga gak ada solusinya, malah di suruh uninstal terus instal ulang lagi. Mau sampai kapan coba begitu terus ?",1
"Sesi expired di suruh login, udh login sesi expired disuruh login lagi, gitu2 aja mulu. Handle session ini common flow ya, kok bisa lolos dari testing",1
Ini apk apaan sih saya masukin kode otp nya sesuai yang ada di email malah gak valid kata nya gak bisa masuk aku gak jelas banget tolong bug yang itu di update lagi saya ini mau masuk gak bisa masuk masuk,1
"rubah pasword malah PINnya berubah sendiri, selesai ubah PIN malah paswordnya berubah sendiri, gitu2 ae sampe naik haji. Update : menindak lanjuti masalah diatas setelah menghubungi cs BNI setempat, ternyata kendala ada di penginputan nomor KTP yang kurang saat pembuatan buku rekening payroll. dengan adanya masalah dan solusi diatas dapat sebagai referensi jika terjadi hal yang sama dgn user yang lain. izin revisi rating ya, jaya terus BNI. ✌🏻",5
